0	0.36604622
0	0.36390454
0	0.35308829
0	0.36675085
0	0.35415394
0	0.36033073
0	0.35595314
0	0.34667944
0	0.34869266
0	0.33737426
0	0.36415812
0	0.35568654
0	0.36255779
0	0.35977984
0	0.36914508
0	0.35651861
0	0.35952402
0	0.36129716
0	0.35375700
0	0.35183301
0	0.37291101
0	0.36405176
0	0.35432286
0	0.34679506
0	0.35976433
0	0.37003872
0	0.36079088
0	0.35022167
0	0.34944878
0	0.34933872
0	0.36692145
0	0.36102879
0	0.25449300
0	0.24837739
0	0.25914819
0	0.25672351
0	0.25727300
0	0.24693392
0	0.26268958
0	0.27076682
0	0.25962856
0	0.27952453
0	0.24554128
0	0.25657755
0	0.25524500
0	0.24855895
0	0.24492430
0	0.25133707
0	0.24743544
0	0.24421107
0	0.25287105
0	0.26131361
0	0.23676219
0	0.26068972
0	0.25480652
0	0.26764602
0	0.25891429
0	0.25318282
0	0.24400741
0	0.25343601
0	0.25921828
0	0.25832413
0	0.23978166
0	0.24750423
1	0.18700736
1	0.20144277
1	0.17712180
1	0.20960486
1	0.20229286
1	0.19218278
1	0.21689722
1	0.22261051
1	0.18379734
1	0.23867205
1	0.18499265
1	0.19585786
1	0.19409943
1	0.20810342
1	0.21591456
1	0.22942685
1	0.19054617
1	0.20746967
1	0.22735878
1	0.20762739
1	0.20384598
1	0.18543143
1	0.20263177
1	0.21729211
1	0.20813919
1	0.20256790
1	0.21157657
1	0.19772728
1	0.17691704
1	0.16595291
1	0.17965796
1	0.21411130
2	0.19859642
2	0.18494817
2	0.17515264
2	0.16683815
2	0.19278258
2	0.19554773
2	0.17794432
2	0.22538342
2	0.20488586
2	0.22573929
2	0.19981661
2	0.17717540
2	0.20095450
2	0.19472495
2	0.21995901
2	0.24706831
2	0.19748971
2	0.21604699
2	0.21889384
2	0.16414595
2	0.18848776
2	0.21447762
2	0.21478967
2	0.21836324
2	0.16795893
2	0.18182383
2	0.19375927
2	0.18408373
2	0.19708683
2	0.18462412
2	0.18733546
2	0.19831775
3	0.18241299
3	0.20307370
3	0.19755488
3	0.17697683
3	0.18804107
3	0.18535712
3	0.20032837
3	0.18228386
3	0.19831250
3	0.22156723
3	0.18302239
3	0.20096618
3	0.19055762
3	0.17252737
3	0.19186035
3	0.17345638
3	0.17937589
3	0.17774471
3	0.18846320
3	0.18820195
3	0.19234073
3	0.19529466
3	0.19030276
3	0.21687801
3	0.22847137
3	0.21084410
3	0.20365151
3	0.19165391
3	0.18830637
3	0.17887287
3	0.20832795
3	0.18589090
4	0.17738322
4	0.18510321
4	0.19867652
4	0.19168342
4	0.19853729
4	0.17582448
4	0.19467629
4	0.20314490
4	0.17963375
4	0.20433001
4	0.21481200
4	0.17813001
4	0.19906524
4	0.18997440
4	0.20223411
4	0.18180265
4	0.18476410
4	0.19003044
4	0.18416926
4	0.17157862
4	0.18706274
4	0.20460974
4	0.20802867
4	0.19130098
4	0.22983113
4	0.18400944
4	0.18836397
4	0.20454789
4	0.18048105
4	0.17314396
4	0.20936353
4	0.20398745
5	0.20910118
5	0.22112283
5	0.16152933
5	0.17871861
5	0.19159691
5	0.17690020
5	0.18059398
5	0.18440637
5	0.18698809
5	0.16829901
5	0.15264050
5	0.19585505
5	0.20856027
5	0.16259887
5	0.19151712
5	0.17215211
5	0.18928883
5	0.20321063
5	0.20556395
5	0.20573449
5	0.17498136
5	0.18085963
5	0.17978553
5	0.20901965
5	0.17149296
5	0.21315346
5	0.17925423
5	0.18419709
5	0.14463883
5	0.19112138
5	0.17576502
5	0.19481715
6	0.21653756
6	0.18209956
6	0.20241683
6	0.22868006
6	0.18773491
6	0.19649579
6	0.18132212
6	0.19303949
6	0.18672160
6	0.19934503
6	0.19585326
6	0.19607500
6	0.20346521
6	0.18329310
6	0.16568062
6	0.21214782
6	0.19211972
6	0.20425485
6	0.18138128
6	0.19282256
6	0.19548131
6	0.18093625
6	0.21679098
6	0.18351792
6	0.18211402
6	0.20611450
6	0.17881293
6	0.15842237
6	0.18484049
6	0.16030931
6	0.19381414
6	0.21201092
7	0.19873744
7	0.18180500
7	0.20674950
7	0.18509204
7	0.17229938
7	0.19662497
7	0.20079025
7	0.17940097
7	0.15459174
7	0.17026656
7	0.19176580
7	0.20766006
7	0.16965629
7	0.16105211
7	0.19866489
7	0.20902828
7	0.19576513
7	0.21482893
7	0.17510177
7	0.19256157
7	0.18936742
7	0.15360408
7	0.20008555
7	0.15635387
7	0.17295246
7	0.19787597
7	0.17318023
7	0.16167649
7	0.16124662
7	0.14877408
7	0.20398508
7	0.20501626
8	0.21503983
8	0.16193539
8	0.16975200
8	0.18478301
8	0.20691780
8	0.16849848
8	0.18324382
8	0.17061213
8	0.16571378
8	0.18096606
8	0.16223940
8	0.18830670
8	0.17434446
8	0.17507095
8	0.15811055
8	0.18787021
8	0.17293222
8	0.14933599
8	0.19554354
8	0.17455533
8	0.18753289
8	0.17002309
8	0.14716879
8	0.18607836
8	0.21600288
8	0.18470115
8	0.17633179
8	0.20159833
8	0.16434622
8	0.17075952
8	0.19404475
8	0.17675002
9	0.19735460
9	0.20417119
9	0.19809188
9	0.16214282
9	0.21950219
9	0.14531251
9	0.18170567
9	0.18523838
9	0.17982412
9	0.19867507
9	0.17858090
9	0.19094765
9	0.20535182
9	0.17356474
9	0.20255763
9	0.17983383
9	0.20946857
9	0.18352834
9	0.17887407
9	0.18856514
9	0.19267887
9	0.18036263
9	0.19162951
9	0.21193813
9	0.17606656
9	0.15801733
9	0.16832400
9	0.16966689
9	0.20324290
9	0.19582641
9	0.18382173
9	0.18321676
10	0.17364609
10	0.16068303
10	0.16052712
10	0.17728567
10	0.17423598
10	0.14480590
10	0.17659853
10	0.20218652
10	0.15709488
10	0.18905955
10	0.20602097
10	0.18789046
10	0.18909447
10	0.18638639
10	0.14288135
10	0.19962776
10	0.22485447
10	0.19186373
10	0.17908201
10	0.15546129
10	0.19437632
10	0.14087858
10	0.20320493
10	0.16418517
10	0.16633639
10	0.15933997
10	0.13703898
10	0.18345884
10	0.15726506
10	0.16226216
10	0.16518630
10	0.17418691
11	0.18654774
11	0.19773237
11	0.18140929
11	0.20926531
11	0.15614618
11	0.17872563
11	0.21044455
11	0.22921390
11	0.19803318
11	0.18948893
11	0.16287270
11	0.14595800
11	0.17873667
11	0.19539199
11	0.18972319
11	0.17561231
11	0.17874863
11	0.13518858
11	0.16624824
11	0.16599924
11	0.14054492
11	0.17016209
11	0.18138041
11	0.19656845
11	0.17099001
11	0.17208452
11	0.16971668
11	0.18745233
11	0.17768235
11	0.14613358
11	0.18478636
11	0.18942956
12	0.14303573
12	0.16126010
12	0.19530298
12	0.22436556
12	0.17196546
12	0.17497681
12	0.15198896
12	0.15007812
